"Vertical_Segment","Lithography","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","TDP","Max_Memory_Size","Max_Memory_Bandwidth","Max_nb_of_PCI_Express_Lanes"
"Mobile",14,2,4,1300,4.5,16,29.8,10
"Mobile",14,4,8,1600,15,32,34.1,12
"Mobile",14,4,8,1800,15,32,34.1,12
"Desktop",32,4,8,3600,130,64.23,51.2,40
"Mobile",14,2,4,1200,4.5,16,29.8,10
"Mobile",14,2,2,1500,15,16,25.6,12
"Mobile",22,2,2,1460,4.3,4,25.6,4
"Desktop",22,2,2,2410,10,8,25.6,4
"Desktop",22,2,2,2600,55,32,21,16
"Mobile",90,1,4,2800,88,32,25.6,16
"Mobile",22,2,2,2400,35,32,25.6,1
"Mobile",90,1,4,1300,5.5,32,25.6,16
"Mobile",14,2,4,1900,15,16,25.6,12
"Mobile",14,2,4,2100,15,32,34.1,10
"Mobile",14,4,4,1600,6,8,25.6,4
"Embedded",32,1,1,32,47,32,25.6,16
"Desktop",22,4,4,2410,10,8,25.6,4
"Desktop",22,4,4,2410,10,8,21.3,4
"Desktop",14,4,4,1600,6.5,8,25.6,4
"Desktop",14,4,4,1500,10,8,25.6,6
"Mobile",14,4,4,1600,6,8,25.6,4
"Mobile",22,4,4,2000,7.5,8,25.6,4
"Mobile",22,4,4,2170,7.5,8,25.6,4
"Mobile",22,4,4,2160,7.5,8,25.6,4
"Mobile",22,4,4,2160,7.5,8,21.32,4
"Mobile",14,4,4,1100,6,8,25.6,6
"Mobile",14,2,4,1500,6,16,29.8,10
"Mobile",14,2,4,1600,6,16,29.8,10
"Mobile",14,2,4,1500,6,16,29.8,10
"Mobile",14,2,4,2300,15,32,34.1,10
"Mobile",14,2,2,1900,15,16,25.6,12
"Mobile",22,2,2,1200,11.5,16,25.6,12
"Mobile",22,2,2,2400,37,32,25.6,16
"Mobile",22,2,2,1200,11.5,16,25.6,12
"Mobile",22,2,2,1700,15,16,25.6,10
"Mobile",22,2,2,1700,15,16,25.6,10
"Mobile",22,2,2,2300,37,32,25.6,16
"Mobile",22,2,2,1800,17,32,25.6,1
"Mobile",22,2,2,2500,35,32,25.6,1
"Mobile",22,2,2,1900,17,32,25.6,1
"Mobile",22,2,2,1100,10,32,25.6,16
"Mobile",90,1,4,1200,5.5,32,25.6,16
"Mobile",90,1,4,1100,5,32,25.6,16
"Mobile",90,1,4,1000,5,32,25.6,16
"Mobile",130,1,4,1100,7,32,25.6,16
"Mobile",90,1,4,1600,7.5,32,25.6,16
"Mobile",90,1,4,1400,7.5,32,25.6,16
"Mobile",90,1,4,1500,7.5,32,25.6,16
"Desktop",90,1,4,3800,115,32,25.6,16
"Mobile",32,1,4,800,5.9,32,25.6,16
"Mobile",130,1,4,1300,12,32,25.6,16
"Desktop",90,1,4,3800,115,32,25.6,16
"Mobile",32,1,4,750,24.6,32,25.6,16
"Mobile",90,1,4,2260,27,32,25.6,16
"Desktop",90,1,4,3600,115,32,25.6,16
"Mobile",32,1,4,700,7,32,25.6,16
"Server",130,1,4,800,10.63,32,25.6,16
"Mobile",90,1,4,2130,27,32,25.6,16
"Desktop",90,1,4,3600,115,32,25.6,16
"Mobile",32,1,4,400,10.1,32,25.6,16
"Server",130,1,4,933,11.61,32,25.6,16
"Mobile",90,1,4,2100,7.5,32,25.6,16
"Desktop",90,1,4,3600,115,32,25.6,16
"Mobile",90,1,4,2000,27,32,25.6,16
"Server",130,1,4,1130,28.7,32,25.6,16
"Desktop",90,1,4,4000,47,32,25.6,16
"Desktop",90,1,4,3400,84,32,25.6,16
"Desktop",130,1,4,2800,68.4,32,25.6,16
"Mobile",90,1,4,2000,7.5,32,25.6,16
"Server",130,1,4,1260,30.4,32,25.6,16
"Desktop",90,1,4,3400,84,32,25.6,16
"Desktop",130,1,4,2600,62.6,32,25.6,16
"Desktop",90,1,4,3400,84,32,25.6,16
"Mobile",90,1,4,1860,27,32,25.6,16
"Desktop",130,1,4,900,23.2,32,25.6,16
"Server",130,1,4,1400,32.2,32,25.6,16
"Desktop",90,1,4,3800,65,32,25.6,16
"Desktop",130,1,4,2500,61,32,25.6,16
"Server",130,1,4,1000,12.1,32,25.6,16
"Mobile",90,1,4,1800,21,32,25.6,16
"Desktop",180,1,4,850,22.5,32,25.6,16
"Desktop",90,1,4,3400,115,32,25.6,16
"Desktop",65,2,4,2800,95,32,25.6,16
"Desktop",130,1,4,2400,59.8,32,25.6,16
"Desktop",180,1,4,933,27.3,32,25.6,16
"Mobile",90,1,4,1800,7.5,32,25.6,16
"Desktop",180,1,4,800,20.8,32,25.6,16
"Desktop",90,1,4,3400,103,32,25.6,16
"Desktop",90,1,4,3200,84,32,25.6,16
"Desktop",130,1,4,2200,57.1,32,25.6,16
"Mobile",22,2,2,2100,35,32,25.6,1
"Mobile",22,4,4,2410,10,8,21.3,4
"Server",32,2,2,1200,40,375,25,24
"Embedded",22,2,2,1400,40,384,38.4,24
"Mobile",130,1,4,1400,20.8,32,25.6,16
"Desktop",32,2,2,2600,65,32,17,16
"Mobile",90,1,4,1730,27,32,25.6,16
"Desktop",180,1,4,866,26.1,32,25.6,16
"Desktop",180,1,4,750,19.5,32,25.6,16
"Desktop",130,1,4,3400,89,32,25.6,16
"Desktop",90,1,4,3200,84,32,25.6,16
"Desktop",130,1,4,2000,54.3,32,25.6,16
"Mobile",180,1,4,600,9.7,32,25.6,16
"Mobile",130,1,4,1500,25.8,32,25.6,16
"Desktop",32,2,2,2200,35,32,17,16
"Mobile",130,1,4,900,7,32,25.6,16
"Desktop",180,1,4,800,20.8,32,25.6,16
"Desktop",180,1,4,700,18.3,32,25.6,16
"Desktop",90,1,4,3400,103,32,25.6,16
"Desktop",90,1,4,3800,115,32,25.6,16
"Desktop",90,1,4,3200,84,32,25.6,16
"Desktop",180,1,4,2000,71.8,32,25.6,16
"Mobile",130,1,4,1600,26.9,32,25.6,16
"Embedded",32,2,4,1500,15,32,21.3,20
"Desktop",32,2,2,2800,65,32,21,16
"Desktop",32,2,2,2600,65,32,17,16
"Mobile",130,1,4,1000,7,32,25.6,16
"Mobile",90,1,4,1700,7.5,32,25.6,16
"Desktop",180,1,4,733,22.8,32,25.6,16
"Desktop",180,1,4,650,17,32,25.6,16
"Desktop",90,1,4,3200,103,32,25.6,16
"Desktop",90,1,4,3800,115,32,25.6,16
"Desktop",90,1,4,3000,84,32,25.6,16
"Mobile",130,1,4,1700,30,32,25.6,16
"Embedded",32,2,4,2000,15,32,25.6,16
"Desktop",32,2,2,2900,65,32,21,16
"Desktop",32,2,2,2700,65,32,17,16
"Desktop",180,1,4,667,17.5,32,25.6,16
"Desktop",250,1,4,600,34.5,32,25.6,16
"Desktop",130,1,4,3200,82,32,25.6,16
"Desktop",90,1,4,3000,84,32,25.6,16
"Desktop",90,1,4,2800,103,32,25.6,16
"Desktop",180,1,4,1900,69.2,32,25.6,16
"Mobile",180,1,4,900,30.7,32,25.6,16
"Mobile",130,1,4,933,20.1,32,25.6,16
"Mobile",130,1,4,1800,30,32,25.6,16
"Desktop",32,2,2,3000,65,32,21,16
"Desktop",32,2,2,2300,35,32,17,16
"Desktop",45,2,4,3330,65,32,25.6,16
"Mobile",130,1,4,1200,12,32,25.6,16
"Mobile",90,1,4,1600,27,32,25.6,16
"Desktop",250,1,4,600,34.5,32,25.6,16
"Desktop",180,1,4,600,19.5,32,25.6,16
"Desktop",65,2,4,3600,130,32,25.6,16
"Desktop",90,1,4,3200,103,32,25.6,16
"Desktop",90,1,4,3600,115,32,25.6,16
"Desktop",90,1,4,3000,84,32,25.6,16
"Desktop",90,1,4,3060,84,32,25.6,16
"Desktop",130,1,4,2800,68.4,32,25.6,16
"Desktop",130,1,4,1800,68.1,32,25.6,16
"Mobile",180,1,4,850,27.5,32,25.6,16
"Mobile",130,1,4,866,19.5,32,25.6,16
"Mobile",130,1,4,1900,32,32,25.6,16
"Desktop",32,2,2,2600,35,32,21,16
"Mobile",32,2,2,2000,35,16,21.3,1
"Desktop",32,2,2,2700,65,32,17,16
"Mobile",32,1,4,400,13.1,32,25.6,16
"Mobile",130,1,4,1100,12,32,25.6,16
"Desktop",180,1,4,600,15.8,32,25.6,16
"Desktop",250,1,4,550,30.8,32,25.6,16
"Desktop",65,2,4,3400,130,32,25.6,16
"Desktop",90,1,4,3000,89,32,25.6,16
"Desktop",65,1,4,3600,86,32,25.6,16
"Desktop",90,1,4,3060,84,32,25.6,16
"Desktop",90,1,4,3060,84,32,25.6,16
"Desktop",90,1,4,2800,84,32,25.6,16
"Desktop",180,1,4,1800,66.7,32,25.6,16
"Mobile",180,1,4,800,25.9,32,25.6,16
"Mobile",130,1,4,2000,32,32,25.6,16
"Mobile",32,2,2,2100,35,16,21.3,1
"Desktop",32,2,2,3100,65,32,21,16
"Desktop",32,2,2,2800,65,32,17,16
"Mobile",32,1,4,366,13.1,32,25.6,16
"Desktop",32,1,4,300,47,32,25.6,16
"Desktop",45,2,4,3200,65,32,25.6,16
"Desktop",45,2,4,3200,65,32,25.6,16
"Mobile",65,2,4,1860,35,32,25.6,16
"Mobile",130,1,4,1300,22,32,25.6,16
"Desktop",180,1,4,550,14.5,32,25.6,16
"Desktop",65,2,4,3400,95,32,25.6,16
"Desktop",250,1,4,533,29.7,32,25.6,16
"Desktop",130,1,4,3000,81.9,32,25.6,16
"Desktop",90,1,4,2800,84,32,25.6,16
"Desktop",90,1,4,2930,84,32,25.6,16
"Desktop",130,1,4,2660,66.1,32,25.6,16
"Desktop",90,1,4,3600,115,32,25.6,16
"Desktop",130,1,4,1700,47,32,25.6,16
"Mobile",180,1,4,750,24.6,32,25.6,16
"Mobile",130,1,4,650,7,32,25.6,16
"Mobile",130,1,4,2200,35,32,25.6,16
"Desktop",32,2,2,2400,35,32,17,16
"Desktop",32,1,4,266,47,32,25.6,16
"Mobile",32,1,4,333,11.8,32,25.6,16
"Desktop",45,2,4,3000,65,32,25.6,16
"Mobile",45,2,4,2200,35,32,25.6,16
"Mobile",65,2,4,1730,35,32,25.6,16
"Desktop",65,2,4,2400,65,32,25.6,16
"Mobile",90,1,4,1600,7.5,32,25.6,16
"Mobile",130,1,4,1400,22,32,25.6,16
"Desktop",180,1,4,533,14,32,25.6,16
"Desktop",250,1,4,500,28,32,25.6,16
"Desktop",65,2,4,3200,130,32,25.6,16
"Desktop",90,1,4,3000,89,32,25.6,16
"Desktop",65,1,4,3400,86,32,25.6,16
"Desktop",90,1,4,2800,84,32,25.6,16
"Desktop",90,1,4,2930,84,32,25.6,16
"Desktop",90,1,4,2660,89,32,25.6,16
"Desktop",180,1,4,1700,64,32,25.6,16
"Mobile",180,1,4,700,23,32,25.6,16
"Mobile",130,1,4,1330,47,32,25.6,16
"Mobile",130,1,4,3200,76,32,25.6,16
"Mobile",130,1,4,2300,35,32,25.6,16
"Mobile",32,2,2,2200,35,16,21.3,1
"Mobile",32,1,4,300,11.1,32,25.6,16
"Mobile",32,2,2,1200,17,8.01,21.3,1
"Desktop",32,1,4,233,17,32,25.6,16
"Mobile",45,2,4,2300,35,32,25.6,16
"Desktop",45,2,4,3060,65,32,25.6,16
"Desktop",45,2,4,2800,65,32,25.6,16
"Mobile",65,2,4,1600,35,32,25.6,16
"Desktop",90,1,4,2800,89,32,25.6,16
"Desktop",65,2,4,3200,95,32,25.6,16
"Desktop",180,1,4,500,13.2,32,25.6,16
"Desktop",130,1,4,1400,31.2,32,25.6,16
"Desktop",90,1,4,2800,89,32,25.6,16
"Desktop",90,1,4,3400,84,32,25.6,16
"Desktop",90,1,4,2800,84,32,25.6,16
"Desktop",130,1,4,2530,61.5,32,25.6,16
"Desktop",130,1,4,1600,38,32,25.6,16
"Mobile",180,1,4,650,21.5,32,25.6,16
"Mobile",130,1,4,1260,22,32,25.6,16
"Mobile",130,1,4,3060,70,32,25.6,16
"Mobile",90,1,4,3460,88,32,25.6,16
"Mobile",130,1,4,2400,35,32,25.6,16
"Desktop",32,2,2,2900,65,32,17,16
"Mobile",32,2,2,2300,35,16,21.3,1
"Mobile",32,2,2,1300,17,16,21.3,1
"Mobile",32,2,2,2270,35,8,17.1,1
"Mobile",32,1,4,300,11.6,32,25.6,16
"Desktop",32,1,4,200,15.7,32,25.6,16
"Desktop",32,1,4,200,37.9,32,25.6,16
"Desktop",32,1,4,333,20.6,32,25.6,16
"Desktop",32,2,2,2930,73,16.38,17,16
"Desktop",45,2,4,2930,65,32,25.6,16
"Desktop",65,2,4,2200,65,32,25.6,16
"Mobile",65,2,4,1460,35,32,25.6,16
"Mobile",130,1,4,1500,24.5,32,25.6,16
"Desktop",250,1,4,450,25.3,32,25.6,16
"Desktop",90,1,4,2800,89,32,25.6,16
"Desktop",130,1,4,1330,29.9,32,25.6,16
"Desktop",65,2,4,3000,95,32,25.6,16
"Desktop",90,2,4,3200,130,32,25.6,16
"Desktop",130,1,4,2800,69.7,32,25.6,16
"Desktop",65,1,4,3200,86,32,25.6,16
"Desktop",90,1,4,2800,84,32,25.6,16
"Desktop",180,1,4,1600,61,32,25.6,16
"Mobile",180,1,4,600,34.5,32,25.6,16
"Mobile",130,1,4,1200,22,32,25.6,16
"Mobile",130,1,4,2800,68.4,32,25.6,16
"Mobile",90,1,4,3330,88,32,25.6,16
"Mobile",130,1,4,2500,35,32,25.6,16
"Mobile",32,2,2,2400,35,16,21.3,1
"Desktop",32,2,2,2500,35,32,17,16
"Mobile",32,2,2,1400,17,16.38,21.3,1
"Mobile",32,2,2,2130,35,8,17.1,1
"Mobile",32,1,4,800,9.8,32,25.6,16
"Mobile",32,1,4,266,10.3,32,25.6,16
"Desktop",32,1,4,166,13.1,32,25.6,16
"Desktop",32,1,4,90,47,32,25.6,16
"Desktop",32,1,4,200,35,32,25.6,16
"Desktop",32,1,4,450,27.1,32,25.6,16
"Desktop",32,1,4,300,21.5,32,25.6,16
"Desktop",32,2,2,2800,73,16.38,17,16
"Desktop",45,2,4,2930,65,32,25.6,16
"Desktop",45,2,4,2700,65,32,25.6,16
"Mobile",45,2,4,2100,35,32,25.6,16
"Desktop",65,2,4,2000,65,32,25.6,16
"Desktop",90,1,4,2800,84,32,25.6,16
"Mobile",65,2,4,1860,31,32,25.6,16
"Mobile",90,1,4,1500,7.5,32,25.6,16
"Mobile",130,1,4,1600,24.5,32,25.6,16
"Desktop",130,1,4,1200,29.9,32,25.6,16
"Desktop",65,2,4,3000,95,32,25.6,16
"Desktop",90,2,4,3000,130,32,25.6,16
"Desktop",90,1,4,3200,84,32,25.6,16
"Desktop",90,1,4,2660,84,32,25.6,16
"Desktop",130,1,4,2400,59.8,32,25.6,16
"Desktop",180,1,4,1500,57.8,32,25.6,16
"Mobile",180,1,4,500,16.8,32,25.6,16
"Mobile",130,1,4,1130,21.8,32,25.6,16
"Mobile",130,1,4,2660,66.1,32,25.6,16
"Mobile",130,1,4,2600,35,32,25.6,16
"Mobile",90,1,4,3200,88,32,25.6,16
"Mobile",32,2,2,1500,17,16.38,21.3,1
"Mobile",32,2,2,2000,35,8,17.1,1
"Mobile",32,2,2,1330,18,8,12.8,1
"Desktop",32,1,4,150,47,32,25.6,16
"Desktop",32,1,4,150,47,32,25.6,16
"Desktop",32,1,4,75,47,32,25.6,16
"Desktop",32,1,4,200,44,32,25.6,16
"Desktop",32,1,4,180,31.7,32,25.6,16
"Desktop",32,1,4,400,24.3,32,25.6,16
"Desktop",32,1,4,266,16.8,32,25.6,16
"Mobile",32,1,4,266,10.3,32,25.6,16
"Desktop",32,2,2,2800,73,16.38,17,16
"Mobile",65,2,4,2160,35,32,25.6,16
"Desktop",45,2,4,2600,65,32,25.6,16
"Mobile",65,2,4,1730,31,32,25.6,16
"Desktop",65,2,4,1800,65,32,25.6,16
"Desktop",65,2,4,3730,130,32,25.6,16
"Mobile",130,1,4,1700,24.5,32,25.6,16
"Desktop",130,1,4,1130,29.1,32,25.6,16
"Desktop",180,1,4,1100,33,32,25.6,16
"Desktop",65,2,4,2800,95,32,25.6,16
"Desktop",90,2,4,2800,95,32,25.6,16
"Desktop",130,1,4,2600,69,32,25.6,16
"Desktop",90,1,4,3730,115,32,25.6,16
"Desktop",130,1,4,3400,102.9,32,25.6,16
"Desktop",65,1,4,3000,86,32,25.6,16
"Desktop",90,1,4,2800,84,32,25.6,16
"Desktop",90,1,4,2660,84,32,25.6,16
"Desktop",90,1,4,2400,89,32,25.6,16
"Desktop",180,1,4,1400,54.7,32,25.6,16
"Mobile",180,1,4,450,15.5,32,25.6,16
"Mobile",130,1,4,1060,21,32,25.6,16
"Mobile",90,1,4,3060,88,32,25.6,16
"Mobile",32,2,2,1600,17,16,21.3,1
"Mobile",32,1,4,1060,21,32,25.6,16
"Mobile",32,1,4,233,9,32,25.6,16
"Desktop",32,1,4,133,47,32,25.6,16
"Desktop",32,1,4,120,47,32,25.6,16
"Desktop",32,1,4,100,47,32,25.6,16
"Desktop",32,1,4,166,35,32,25.6,16
"Desktop",32,1,4,150,31.7,32,25.6,16
"Desktop",32,1,4,350,21.5,32,25.6,16
"Desktop",32,1,4,233,34.8,32,25.6,16
"Mobile",32,2,2,1200,18,8,12.8,1
"Mobile",32,2,2,1860,35,8,17.1,1
"Desktop",45,2,4,2800,65,32,25.6,16
"Mobile",45,2,4,2000,35,32,25.6,16
"Desktop",45,2,4,2500,65,32,25.6,16
"Mobile",65,2,4,2000,35,32,25.6,16
"Desktop",130,1,4,3000,81.9,32,25.6,16
"Desktop",65,2,4,1600,65,32,25.6,16
"Mobile",65,2,4,1600,31,32,25.6,16
"Desktop",65,2,4,3460,130,32,25.6,16
"Desktop",90,2,4,3200,130,32,25.6,16
"Mobile",130,1,4,1500,24.5,32,25.6,16
"Desktop",180,1,4,1000,29,32,25.6,16
"Desktop",180,1,4,1000,29,32,25.6,16
"Desktop",65,2,4,2800,95,32,25.6,16
"Desktop",90,2,4,2660,95,32,25.6,16
"Desktop",130,1,4,3060,81.8,32,25.6,16
"Desktop",130,1,4,2400,66.2,32,25.6,16
"Desktop",130,1,4,3460,110.7,32,25.6,16
"Desktop",130,1,4,3200,92.1,32,25.6,16
"Desktop",90,1,4,3000,84,32,25.6,16
"Desktop",90,1,4,2800,84,32,25.6,16
"Desktop",90,1,4,2930,84,32,25.6,16
"Desktop",90,1,4,2660,84,32,25.6,16
"Desktop",130,1,4,2260,58,32,25.6,16
"Desktop",180,1,4,1300,51.6,32,25.6,16
"Mobile",180,1,4,1000,34,32,25.6,16
"Mobile",130,1,4,1000,20.5,32,25.6,16
"Mobile",130,1,4,2400,59.8,32,25.6,16
"Desktop",22,2,2,2300,35,32,21,16
"Desktop",22,2,2,2700,55,32,21,16
"Desktop",22,2,2,2400,35,32,21,16
"Desktop",22,2,2,2700,53,32,21.3,16
"Desktop",22,2,2,2800,55,32,21,16
"Desktop",22,2,2,2400,35,32,21.3,16
"Embedded",22,2,2,2200,35,32,21.3,16
"Desktop",22,2,2,2800,53,32,21.3,16
"Desktop",22,2,2,2800,53,32,21.3,16
"Desktop",22,2,2,2500,35,32,21.3,16
"Desktop",22,2,2,2900,53,32,21.3,16
"Desktop",14,2,2,2800,51,64,34.1,16
"Desktop",14,2,2,2600,35,64,34.1,16
"Embedded",14,2,2,2400,35,64,34.1,16
"Embedded",14,2,2,2300,35,64,34.1,16
"Desktop",14,2,2,2900,51,64,34.1,16
"Embedded",14,2,2,1600,25,64,34.1,16
"Desktop",14,2,2,2900,51,64,25.6,16
"Desktop",32,2,2,2900,54,64,25.6,16
"Desktop",14,2,2,2700,35,64,25.6,16
"Desktop",32,2,2,2700,35,64,25.6,16
"Desktop",14,2,2,3000,51,64,25.6,16
"Desktop",22,2,2,2410,10,8,25.6,4
"Desktop",22,4,4,2000,10,8,25.6,4
"Desktop",22,4,4,2000,10,8,25.6,4
"Desktop",14,2,2,1600,6,8,25.6,4
"Desktop",14,4,4,1600,6,8,25.6,4
"Desktop",14,2,2,2000,10,8,25.6,6
"Desktop",14,4,4,1500,10,8,25.6,6
"Mobile",22,2,2,1600,4.5,4,25.6,4
"Mobile",22,2,2,1580,4.3,4,25.6,4
"Mobile",22,2,2,1580,4.5,4,10.66,4
"Mobile",22,2,2,2000,7.5,8,25.6,4
"Mobile",22,2,2,1860,7.5,8,25.6,4
"Mobile",22,2,2,2130,7.5,8,25.6,4
"Mobile",22,2,2,2160,7.5,8,25.6,4
"Mobile",22,2,2,2160,7.5,8,21.32,4
"Mobile",22,4,4,1600,7.5,8.79,25.6,4
"Mobile",22,4,4,1860,7.5,8,25.6,4
"Mobile",22,4,4,1830,7.5,8,25.6,4
"Mobile",22,4,4,1830,7.5,8,21.32,4
"Mobile",14,4,4,1100,6,8,25.6,6
"Mobile",14,2,2,1100,6,8,25.6,6
"Mobile",14,4,4,1600,6,8,25.6,4
"Mobile",14,4,4,1600,6,8,25.6,4
"Mobile",14,2,2,1600,6,8,25.6,4
"Mobile",14,2,2,1600,6,8,25.6,4
"Mobile",14,2,2,1040,4,8,25.6,4
"Mobile",14,2,2,1040,4,8,25.6,4
"Mobile",14,2,2,1700,15,16,25.6,12
"Mobile",14,2,2,1700,15,16,25.6,12
"Mobile",14,2,2,1900,15,16,25.6,12
"Mobile",14,2,2,1600,15,32,34.1,10
"Mobile",14,2,2,2000,15,32,34.1,12
"Mobile",14,2,2,1800,15,32,34.1,10
"Mobile",14,2,2,1500,6,16,29.8,10
"Mobile",14,2,2,2200,15,32,34.1,10
"Mobile",14,2,4,1200,4.5,16,29.8,10
"Mobile",14,2,4,2500,15,32,34.1,12
"Mobile",14,2,4,2200,15,32,34.1,12
"Mobile",14,2,4,3100,28,32,34.1,12
"Mobile",14,2,4,3300,28,32,34.1,12
"Mobile",14,4,4,2500,45,64,34.1,16
"Mobile",14,2,4,2600,15,32,34.1,12
"Mobile",14,2,4,2300,15,32,34.1,12
"Desktop",14,4,4,3000,65,64,25.6,16
"Desktop",14,4,4,2400,35,64,25.6,16
"Embedded",14,4,4,2900,45,64,34.1,16
"Mobile",14,4,4,2800,45,64,34.1,16
"Embedded",14,4,4,2100,25,64,34.1,16
"Desktop",14,4,4,2700,35,64,25.6,16
"Desktop",14,4,4,3400,65,64,25.6,16
"Desktop",14,4,4,3500,65,64,25.6,16
"Desktop",14,4,4,2800,35,64,25.6,16
"Desktop",14,4,4,3800,91,64,25.6,16
"Mobile",22,4,8,2900,55,32,25.6,16
"Desktop",32,6,12,3200,130,64.23,51.2,40
"Mobile",22,4,8,3000,55,32,25.6,16
"Desktop",32,6,12,3300,130,64,51.2,40
"Desktop",32,6,12,3500,150,64.45,51.2,40
"Desktop",22,4,8,3700,130,64,59.7,40
"Mobile",22,4,8,3000,57,32,25.6,16
"Desktop",22,6,12,3400,130,64,59.7,40
"Mobile",22,4,8,3100,57,32,25.6,16
"Desktop",22,6,12,3600,130,64,59.7,40
"Desktop",22,6,12,3300,140,64,68,28
"Desktop",22,6,12,3500,140,64,68,40
