"Vertical_Segment","Lithography","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","TDP","Max_Memory_Size","Max_Memory_Bandwidth","Max_nb_of_PCI_Express_Lanes"
"Desktop",22,8,16,3000,140,64,68,40
"Desktop",14,6,12,3400,140,128,25.6,28
"Desktop",14,6,12,3600,140,128,25.6,40
"Desktop",14,8,16,3200,140,128,25.6,40
"Desktop",14,10,20,3000,140,128,25.6,40
"Desktop",14,4,4,4000,112,64,25.6,16
"Desktop",14,4,8,4300,112,64,25.6,16
"Desktop",14,6,12,3500,140,128,25.6,28
"Desktop",14,10,20,3300,140,128,25.6,44
"Desktop",14,8,16,3600,140,128,25.6,28
"Desktop",14,12,24,2900,140,128,25.6,44
"Desktop",32,14,28,3100,165,128,25.6,44
"Desktop",32,16,32,2800,165,128,25.6,44
"Desktop",32,18,36,2600,165,128,25.6,44
"Mobile",14,4,8,1900,15,32,34.1,12
"Mobile",14,4,8,1700,15,32,34.1,12
"Mobile",14,2,4,2700,15,32,34.1,12
"Mobile",14,2,4,2400,15,32,34.1,12
"Mobile",14,2,4,3500,28,32,34.1,12
"Mobile",14,2,4,2800,15,32,34.1,12
"Mobile",14,2,4,2500,15,32,34.1,12
"Desktop",14,4,8,2900,35,64,25.6,16
"Desktop",14,4,8,4200,91,64,25.6,16
"Desktop",14,4,8,3600,65,64,25.6,16
"Mobile",14,4,8,2800,45,64,34.1,16
"Embedded",14,4,8,3000,45,64,34.1,16
"Mobile",14,4,8,2900,45,64,34.1,16
"Mobile",14,4,8,2900,45,64,34.1,16
"Mobile",14,4,8,3100,45,64,34.1,16
"Embedded",32,1,1,32,47,32,25.6,16
"Embedded",32,1,1,400,2.2,2,1.6,2
"Mobile",32,1,2,2260,47,1,6.4,16
"Embedded",32,1,1,33,0.025,32,25.6,16
"Embedded",45,1,2,600,3.3,2,25.6,4
"Mobile",32,1,2,2260,47,2,6.4,16
"Mobile",14,4,4,1600,47,8,25.6,2
"Mobile",32,2,4,1600,3.5,2.44,25.6,16
"Embedded",22,2,2,1330,3,8,25.6,4
"Desktop",32,2,2,1860,10,4,6.4,4
"Embedded",22,2,2,1500,7,16,25.6,8
"Server",130,1,4,1660,122,32,25.6,16
"Server",130,1,4,1600,122,32,25.6,16
"Server",130,1,4,900,90,32,25.6,16
"Server",90,2,4,1600,104,32,25.6,16
"Server",90,1,4,1600,75,32,25.6,16
"Server",65,2,4,1600,130,32,25.6,16
"Server",65,4,8,1330,155,32,25.6,16
"Server",65,4,8,1460,155,32,25.6,16
"Server",65,4,8,1600,185,32,25.6,16
"Server",65,4,8,1730,185,32,25.6,16
"Server",90,2,4,1420,104,32,25.6,16
"Server",90,2,4,1660,104,32,25.6,16
"Server",90,2,4,1660,104,32,25.6,16
"Server",90,2,4,1600,104,32,25.6,16
"Server",90,2,4,1660,104,32,25.6,16
"Server",90,2,4,1600,104,32,25.6,16
"Server",90,2,4,1660,104,32,25.6,16
"Server",90,2,4,1400,104,32,25.6,16
"Server",90,2,4,1420,104,32,25.6,16
"Server",90,2,4,1600,104,32,25.6,16
"Server",90,2,4,1600,104,32,25.6,16
"Server",90,2,4,1600,104,32,25.6,16
"Server",130,1,4,1000,100,32,25.6,16
"Server",130,1,4,1300,97,32,25.6,16
"Server",130,1,4,1400,91,32,25.6,16
"Server",130,1,4,1500,107,32,25.6,16
"Server",130,1,4,1500,107,32,25.6,16
"Server",130,1,4,1600,122,32,25.6,16
"Server",130,1,4,1660,122,32,25.6,16
"Server",22,2,2,1700,6,16,10.7,4
"Embedded",22,4,4,1400,10,32,25.6,8
"Server",22,4,4,1700,9,32,21.3,8
"Server",22,4,4,2400,14,64,25.6,16
"Server",22,8,8,1700,12,32,25.6,8
"Server",22,8,8,2400,20,64,25.6,16
"Embedded",22,2,2,1250,6,16,25.6,4
"Embedded",22,2,2,1700,7,16,25.6,8
"Embedded",22,2,2,1700,7,16,25.6,8
"Embedded",22,4,4,1250,9.5,32,25.6,8
"Embedded",22,4,4,1700,13,32,25.6,16
"Embedded",22,4,4,2400,15,64,25.6,16
"Embedded",22,4,4,2400,15,64,25.6,16
"Embedded",22,8,8,2000,18,32,25.6,16
"Embedded",22,8,8,2400,20,64,25.6,16
"Embedded",22,8,8,2400,20,64,25.6,16
"Server",14,16,16,2000,31,256,25.6,16
"Server",14,16,16,2100,32,256,25.6,16
"Server",14,16,16,1700,24,256,25.6,16
"Server",14,12,12,1900,21.5,256,25.6,12
"Server",14,12,12,2000,25,256,25.6,16
"Server",14,12,12,2100,25,256,25.6,16
"Server",14,12,12,2000,25,256,25.6,16
"Server",14,8,8,2200,25,256,25.6,16
"Server",14,8,8,2200,21,256,25.6,12
"Server",14,8,8,1700,17,256,25.6,16
"Server",14,4,4,2200,16,256,25.6,12
"Server",14,4,4,2100,15,256,25.6,12
"Server",14,4,4,1600,11.5,256,25.6,8
"Server",14,2,2,1500,9,128,25.6,10
"Server",14,2,2,1600,9.5,128,25.6,6
"Desktop",32,2,4,1860,10,4,6.4,4
"Desktop",32,2,4,2130,10,4,6.4,4
"Embedded",22,1,1,1460,5,8,25.6,4
"Embedded",22,2,2,1330,6,8,25.6,4
"Embedded",22,2,2,1460,7,8,25.6,4
"Embedded",22,2,2,1750,8,8,25.6,4
"Embedded",22,4,4,1910,10,8,25.6,4
"Mobile",32,2,4,1860,6.5,4.88,25.6,16
"Server",32,2,4,1600,8.1,8,10.6,8
"Server",32,2,4,1600,6.1,8,10.6,8
"Server",32,2,4,2000,8.5,8,10.6,8
"Server",32,2,4,1600,11.7,8,25.6,32
"Server",32,2,4,1600,13.1,8,25.6,40
"Server",32,2,4,2000,14.1,8,25.6,40
"Mobile",28,2,2,1000,47,1,3.2,16
"Mobile",28,4,4,2260,47,2,4.2,16
"Mobile",28,4,4,2260,47,2,4.2,16
"Mobile",28,4,4,2260,47,2,4.2,16
"Mobile",28,4,4,2260,47,2,4.2,16
"Mobile",28,4,4,2260,47,2,4.2,16
"Mobile",28,4,4,2260,47,2,4.2,16
"Mobile",28,4,4,1200,47,2,4.2,16
"Mobile",28,4,4,1200,47,2,4.2,16
"Embedded",14,4,4,1040,5,8,25.6,4
"Mobile",14,4,4,1440,47,2,12.8,1
"Mobile",14,4,4,1440,47,2,12.8,1
"Mobile",14,4,4,1440,47,2,12.8,1
"Mobile",14,4,4,1440,47,8,25.6,2
"Mobile",14,4,4,1440,47,8,25.6,2
"Embedded",14,2,2,1300,6.5,8,34.1,6
"Embedded",14,4,4,1600,9.5,8,34.1,6
"Mobile",14,4,4,1600,47,8,25.6,2
"Embedded",14,4,4,1600,12,8,38.4,6
"Mobile",32,1,2,2260,47,2,6.4,16
"Mobile",32,2,4,1200,47,2,8.5,16
"Mobile",32,2,4,2260,47,2,8.5,16
"Mobile",32,2,4,2260,47,2,8.5,16
"Mobile",32,2,4,1800,47,2.4,6.4,16
"Mobile",22,2,2,2260,47,4,8.5,16
"Mobile",22,2,2,2260,47,4,8.5,16
"Mobile",22,4,4,2260,47,4,12.8,16
"Mobile",22,4,4,2260,47,4,12.8,16
"Mobile",22,4,4,2260,47,4,12.8,16
"Mobile",22,4,4,2260,47,4,12.8,16
"Mobile",22,4,4,2260,47,4,12.8,16
"Mobile",22,4,4,1330,47,1,5.3,16
"Mobile",22,4,4,1330,47,2,10.6,16
"Mobile",22,4,4,1330,47,2,10.6,16
"Mobile",22,4,4,1330,47,1,5.3,16
"Mobile",22,4,4,1330,47,2,10.6,16
"Mobile",22,4,4,1330,47,1,5.3,16
"Mobile",22,4,4,1330,47,4,17.1,16
"Mobile",22,4,4,1330,47,2,10.6,16
"Mobile",22,4,4,1330,47,4,17.1,16
"Mobile",22,4,4,1330,47,2,10.6,16
"Mobile",22,4,4,1460,47,4,17.1,16
"Mobile",22,4,4,1460,47,4,17.1,16
"Mobile",22,4,4,1500,47,2,10.6,16
"Mobile",22,4,4,1490,47,2,10.6,16
"Mobile",22,4,4,1490,47,4,21.3,16
"Mobile",22,4,4,1590,47,4,17.1,16
"Embedded",45,1,2,600,3.3,2,25.6,4
"Mobile",45,1,4,800,0.65,32,25.6,16
"Mobile",45,1,4,1100,2,32,25.6,16
"Embedded",45,1,2,1000,3.6,2,25.6,4
"Mobile",45,1,2,1200,1.3,1,1.6,0
"Mobile",45,1,4,1100,2.2,32,25.6,16
"Embedded",45,1,2,1000,3.6,2,25.6,4
"Mobile",45,1,4,1100,2.2,32,25.6,16
"Embedded",45,1,2,1000,7,2.93,25.6,2
"Mobile",45,1,4,1200,1.4,32,25.6,16
"Embedded",45,1,2,1000,7,2.93,25.6,2
"Desktop",45,1,4,1600,4,32,25.6,16
"Mobile",45,1,4,1330,2,32,25.6,16
"Embedded",45,1,2,1300,3.6,2,25.6,4
"Mobile",45,1,2,1600,2.2,2,3.2,0
"Mobile",45,1,4,1330,2.2,32,25.6,16
"Embedded",45,1,2,1300,3.6,2,25.6,4
"Mobile",45,1,4,1600,2,32,25.6,16
"Embedded",45,1,2,1300,7,2.93,25.6,2
"Mobile",45,1,2,1900,2.2,2,3.2,0
"Mobile",45,1,2,1660,5.5,2,25.6,16
"Mobile",45,1,4,1600,2.2,32,25.6,16
"Mobile",45,1,2,1200,3,2.93,25.6,16
"Embedded",45,1,2,1300,7,2.93,25.6,2
"Mobile",45,1,2,1660,6.5,2,25.6,16
"Desktop",45,1,2,1660,10,4,6.4,16
"Desktop",45,2,4,1660,13,4,6.4,16
"Mobile",45,1,4,1860,2.4,32,25.6,16
"Mobile",45,1,2,1500,3,2.93,25.6,16
"Embedded",45,1,2,1600,4.5,2,25.6,4
"Mobile",45,2,4,1500,8.5,2,25.6,16
"Mobile",45,1,2,1830,6.5,2,25.6,16
"Mobile",45,1,4,2000,2.4,32,25.6,16
"Mobile",45,1,4,1600,2.5,32,25.6,16
"Desktop",45,2,4,1600,8,32,25.6,16
"Mobile",45,2,4,1660,8.5,2,25.6,16
"Embedded",45,1,2,1600,4.5,2,25.6,4
"Mobile",45,1,4,2130,2.5,32,25.6,16
"Mobile",45,1,2,1830,6.5,2,25.6,16
"Desktop",45,2,4,1800,13,4,6.4,16
"Desktop",45,1,2,1800,10,4,6.4,16
"Mobile",45,1,4,1660,2.5,32,25.6,16
"Embedded",32,1,1,400,2.2,2,1.6,2
"Embedded",32,1,1,400,2.2,2,1.6,2
"Embedded",32,1,1,400,2.2,2,1.6,2
"Embedded",32,1,1,400,2.2,2,1.6,2
"Embedded",32,1,1,400,2.2,2,1.6,2
"Embedded",32,1,1,400,2.2,2,1.6,2
"Embedded",32,1,1,400,2.2,2,1.6,2
"Server",32,4,8,1730,130,32,25.6,16
"Server",32,8,16,2660,170,32,25.6,16
"Server",14,72,4,1500,260,384,115.2,4
"Server",22,57,4,1100,300,6,240,16
"Server",22,57,4,1100,300,6,240,16
"Server",32,4,8,3600,95,32,21,20
"Server",14,4,8,1600,35,128,25.6,32
"Server",32,4,4,1600,80,288,25.6,16
"Embedded",32,4,8,1000,25,32,25.6,20
"Server",22,4,4,3100,80,32,25.6,16
"Embedded",14,4,8,1800,47,32,25.6,16
"Server",14,4,4,3000,80,64,34.1,16
"Server",14,4,4,3000,72,64,37.5,16
"Server",32,8,16,2900,135,384,51.2,40
"Server",22,12,24,2700,130,768,59.7,40
"Server",22,12,24,2400,115,768,59.7,40
"Server",14,4,8,3500,140,32,76.8,40
"Server",14,4,8,3700,140,32,76.8,40
"Server",14,6,12,3600,140,32,76.8,40
"Server",14,8,16,3200,140,32,76.8,40
"Server",14,8,16,3400,140,32,76.8,40
"Server",14,6,6,1700,85,32,59.7,40
"Embedded",14,8,16,1600,50,32,59.7,40
"Server",14,8,8,1700,85,32,59.7,40
"Embedded",14,10,20,2200,75,32,68.3,40
"Server",14,8,16,2100,85,32,68.3,40
"Server",14,4,8,2600,85,32,68.3,40
"Embedded",14,12,24,1900,75,32,68.3,40
"Server",14,10,20,1800,55,32,68.3,40
"Server",14,10,20,2200,85,32,68.3,40
"Server",14,4,8,3500,135,32,76.8,40
"Server",14,10,20,2400,90,32,68.3,40
"Server",14,6,12,3400,135,32,76.8,40
"Embedded",14,14,28,1800,75,32,76.8,40
"Server",14,14,28,1700,65,32,76.8,40
"Server",14,12,24,2200,105,32,76.8,40
"Server",14,14,28,2000,105,32,76.8,40
"Server",14,8,16,3200,135,32,76.8,40
"Embedded",14,14,28,2300,105,32,76.8,40
"Server",14,14,28,2400,120,32,76.8,40
"Server",14,16,32,2100,120,32,76.8,40
"Server",14,12,24,3000,160,32,76.8,40
"Server",14,14,28,2600,135,32,76.8,40
"Server",14,18,36,2100,120,32,76.8,40
"Server",14,16,32,2600,145,32,76.8,40
"Server",14,18,36,2300,145,32,76.8,40
"Server",14,20,40,2200,135,32,76.8,40
"Embedded",14,22,44,2200,145,32,76.8,40
"Server",14,22,44,2200,145,32,76.8,40
"Server",14,22,44,2400,145,32,76.8,40
"Server",14,10,20,1800,105,32,68,40
"Server",14,10,20,2100,105,32,68,40
"Server",14,10,10,2600,135,32,68,40
"Embedded",14,14,28,1800,75,32,68,40
"Server",14,12,24,2100,105,32,68,40
"Server",14,14,28,2200,105,32,68,40
"Server",14,8,16,2500,135,32,68,40
"Server",14,16,32,2200,120,32,68,40
"Server",14,18,36,2200,135,32,68,40
"Server",14,22,44,2200,135,32,68,40
"Server",22,6,6,1600,85,768,51,40
"Embedded",22,6,12,2000,52,768,59,40
"Server",22,6,6,1900,85,768,51,40
"Embedded",22,8,16,2300,75,768,59,40
"Server",22,6,12,2400,85,768,59,40
"Server",22,4,8,3000,105,768,59,40
"Embedded",22,10,20,2000,75,768,59,40
"Server",22,8,16,2400,85,768,59,40
"Server",22,8,16,1800,55,768,59,40
"Server",22,4,8,3500,135,768,68,40
"Server",22,8,16,2600,90,768,59,40
"Server",22,6,12,3400,135,768,68,40
"Server",22,10,20,2300,105,768,68,40
"Embedded",22,12,24,1800,75,768,68,40
"Server",22,12,24,1800,65,768,68,40
"Embedded",22,12,24,2200,105,768,68,40
"Embedded",22,12,24,2200,105,768,68,40
"Server",22,10,20,2600,105,768,68,40
"Server",22,8,16,3200,135,768,68,40
"Server",22,12,24,2300,120,768,68,40
"Server",22,12,24,2500,120,768,68,40
"Server",22,14,28,2000,120,768,68,40
"Server",22,10,20,1700,105,768,68,40
"Server",22,10,20,2000,105,768,68,40
"Server",22,10,20,3100,160,768,68,40
"Server",22,10,10,2600,135,768,68,40
"Server",22,12,24,2600,135,768,68,40
"Server",22,12,24,1900,105,768,68,40
"Server",22,8,16,3200,140,768,68,40
"Server",22,14,28,2300,120,768,68,40
"Embedded",22,12,24,1700,105,768,68,40
"Server",22,8,16,3000,140,768,68,40
"Server",22,12,24,2100,105,768,68,40
"Server",22,6,12,3500,140,768,68,40
"Server",22,14,28,2600,145,768,68,40
"Server",22,6,12,2900,135,768,68,40
"Embedded",22,4,8,1800,45,384,51.2,24
"Server",22,4,8,3700,140,768,68,40
"Server",22,16,32,2300,135,768,68,40
"Server",22,14,28,2100,120,768,68,40
"Embedded",22,6,12,2000,50,384,51.2,24
"Server",22,4,8,3500,140,768,68,40
"Server",22,16,32,2000,135,768,68,40
"Embedded",22,8,16,1800,55,384,51.2,24
"Server",22,18,36,2100,135,768,68,40
"Embedded",22,10,20,1800,70,384,51.2,24
"Embedded",22,8,16,2000,65,384,51.2,24
"Server",22,18,36,2300,145,768,68,40
"Server",22,10,20,3000,130,768,59.7,40
"Server",22,10,20,2800,115,768,59.7,40
"Server",22,8,16,3400,150,256,59.7,40
"Server",22,10,20,2500,115,768,59.7,40
"Server",22,8,16,3300,130,768,59.7,40
"Server",22,10,20,2200,95,768,59.7,40
"Server",22,10,20,1700,70,768,51.2,40
"Embedded",22,10,20,2400,95,768,59.7,40
"Server",22,8,16,2600,95,768,59.7,40
"Server",22,10,20,2400,95,384,38.4,24
"Embedded",22,10,20,1900,70,768,59.7,40
"Server",22,10,20,1700,60,384,38.4,24
"Server",22,6,12,3500,130,768,59.7,40
"Server",22,8,16,2500,95,384,38.4,24
"Server",22,12,24,2400,115,768,59.7,40
"Embedded",22,10,20,1800,70,384,38.4,24
"Server",22,8,16,2000,95,768,51.2,40
"Server",22,4,8,3500,130,768,59.7,40
"Server",22,10,20,2400,95,768,59.7,40
"Server",22,8,16,1900,95,384,38.4,24
"Server",22,6,12,2400,60,768,51.2,40
"Server",22,6,12,2400,60,384,38.4,24
"Server",22,10,20,2200,95,768,59.7,40
"Server",22,6,12,2600,80,768,51.2,40
"Server",22,6,12,2500,80,384,38.4,24
"Server",22,8,8,3300,130,768,59.7,40
"Embedded",22,10,20,1900,70,768,59.7,40
"Embedded",22,8,16,1900,70,768,51.2,40
"Embedded",22,8,16,1800,60,384,38.4,24
"Server",22,6,12,2100,80,768,51.2,40
"Server",22,6,12,2200,80,384,38.4,24
"Server",22,6,12,3700,130,256,59.7,40
"Server",22,8,16,2600,95,768,51.2,40
"Embedded",22,6,12,2000,50,768,42.6,40
"Embedded",22,6,12,2000,50,384,32,24
"Server",22,6,12,3500,130,256,59.7,40
"Server",22,8,16,2300,95,768,51.2,40
"Server",22,6,12,2600,95,768,42.6,40
"Server",22,4,4,2500,80,768,42.6,40
"Server",22,4,4,2400,80,384,32,24
"Server",22,4,8,3700,130,256,59.7,40
"Embedded",22,6,12,2200,60,384,38.4,24
"Server",22,4,4,1800,80,768,42.6,40
"Server",22,4,4,1800,80,384,32,24
"Server",22,4,8,2200,95,768,42.6,40
"Server",32,8,16,3100,150,256,51.2,40
"Server",32,8,16,2700,130,384,51.2,40
"Server",32,8,16,2600,115,384,51.2,40
"Server",32,6,12,2900,130,384,51.2,40
"Server",32,8,16,2400,115,384,51.2,40
"Server",32,8,16,2200,95,384,51.2,40
"Embedded",32,8,16,2100,95,384,51.2,40
"Server",32,8,16,2000,95,384,51.2,40
"Embedded",32,8,16,1800,70,384,25.6,40
"Server",32,8,16,1800,70,384,51.2,40
"Server",32,4,8,3300,130,384,51.2,40
"Server",32,8,16,2300,95,384,38.4,24
"Server",32,8,16,1800,70,384,38.4,24
"Server",32,6,12,2500,95,384,42.6,40
"Server",32,8,16,2100,95,384,38.4,24
"Server",32,2,4,3000,80,384,51.2,40
"Embedded",32,8,16,1800,70,384,25.6,24
"Server",32,8,16,2600,115,384,51.2,40
"Server",32,6,12,2000,60,384,42.6,40
"Server",32,8,16,2700,130,384,51.2,40
"Server",32,6,12,2400,95,384,32,24
"Server",32,6,12,2300,95,384,42.6,40
"Server",32,6,12,3300,130,256,51.2,40
"Server",32,6,12,2000,60,384,32,24
"Server",32,6,12,2200,95,384,32,24
"Server",32,8,16,2400,95,384,51.2,40
"Embedded",32,6,12,1800,60,384,25.6,24
"Server",32,8,16,2200,95,384,42.6,40
"Server",32,6,12,3200,130,256,51.2,40
"Server",32,6,12,2000,95,384,42.6,40
"Server",32,6,12,1900,95,384,32,24
"Server",32,6,6,2900,130,384,51.2,40
"Embedded",32,4,8,2000,50,384,25.6,24
"Server",32,6,12,1800,60,32,32,24
"Server",32,4,8,3600,130,375,51.2,40
"Server",32,4,4,2400,80,384,34.1,40
"Server",32,6,12,2400,95,384,42.6,40
"Server",32,4,4,2200,80,384,25,24
"Server",32,6,12,2200,95,384,34.1,40
"Server",32,4,4,1800,80,384,25,24
"Server",32,4,8,2000,95,384,34.1,40
"Server",32,4,4,1800,80,384,34.1,40
"Server",14,4,4,3300,73,64,37.5,16
"Server",14,4,8,3500,72,64,37.5,16
"Server",14,4,8,3700,72,64,37.5,16
"Server",14,4,8,3700,73,64,37.5,16
"Server",14,4,8,3800,72,64,37.5,16
"Server",14,4,8,3800,73,64,37.5,16
"Server",14,4,8,3900,72,64,37.5,16
"Server",14,4,8,4100,79,64,37.5,16
"Embedded",14,4,4,2100,25,64,34.1,16
"Embedded",14,4,4,2900,45,64,34.1,16
"Embedded",14,4,8,2200,25,64,34.1,16
"Mobile",14,4,8,3000,45,64,34.1,16
"Mobile",14,4,8,3100,45,64,34.1,16
"Server",14,4,4,3300,80,64,34.1,16
"Server",14,4,8,3400,80,64,34.1,16
"Server",14,4,8,3500,80,64,34.1,16
"Server",14,4,4,2000,25,64,34.1,16
"Server",14,4,8,2100,25,64,34.1,16
"Server",14,4,8,3500,80,64,34.1,16
"Server",14,4,8,2900,45,64,34.1,16
"Embedded",14,4,8,2400,35,64,34.1,16
"Server",14,4,8,3600,80,64,34.1,16
"Server",14,4,8,3600,80,64,34.1,16
"Server",14,4,8,3700,80,64,34.1,16
"Mobile",14,4,8,2800,45,64,34.1,16
"Embedded",14,4,8,2000,25,64,34.1,16
"Mobile",14,4,8,2800,45,64,34.1,16
"Mobile",14,4,8,2900,45,64,34.1,16
"Mobile",14,4,8,2900,45,64,34.1,16
"Embedded",14,4,8,1900,45,64,25.6,16
"Server",14,4,8,2500,35,64,25.6,16
"Mobile",14,4,8,3000,45,64,34.1,16
"Embedded",14,4,8,2000,45,64,25.6,16
"Server",14,4,8,3000,45,64,25.6,16
"Server",14,4,8,3500,65,64,25.6,16
"Server",14,4,8,2300,35,32,29.8,16
"Embedded",14,4,8,2000,47,32,25.6,16
"Server",14,4,8,3500,95,32,29.8,16
"Server",14,4,8,3400,65,32,29.8,16
"Server",22,2,4,1100,13,32,25.6,16
"Server",22,4,4,3300,84,32,25.6,16
"Server",22,4,4,3200,84,32,25.6,16
"Server",22,4,8,3300,80,32,25.6,16
"Server",22,4,8,1800,25,32,25.6,16
"Server",22,4,8,3400,80,32,25.6,16
"Server",22,4,8,3400,80,32,25.6,16
"Server",22,4,8,2000,25,32,25.6,16
"Server",22,4,8,3500,80,32,25.6,16
"Server",22,4,8,3400,84,32,25.6,16
"Server",22,4,8,3500,84,32,25.6,16
